Date,MMM,ABT,ABBV,ACN,ATVI,ADBE,ADP,AAP,AFL,A,AIG,APD,AKAM,ALK,ALB,ARE,ALGN,ALLE,LNT,ALL,GOOGL,GOOG,MO,AMZN,AMD,AEE,AAL,AEP,AXP,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,AOS,AON,APA,AAPL,AMAT,APTV,ACGL,ADM,ANET,AJG,AIZ,T,ATO,ADSK,AZO,AVB,AVY,BKR,BALL,BAC,BK,BBWI,BAX,BDX,BRK-B,BBY,BIO,TECH,BIIB,BLK,BA,BKNG,BWA,BXP,BSX,BMY,AVGO,BR,BF-B,BRO,BG,CDNS,CZR,CPT,CPB,COF,CAH,KMX,CCL,CARR,CTLT,CAT,CBOE,CBRE,CDW,CE,CNC,CNP,CDAY,CF,CHRW,CRL,CHTR,CVX,CMG,CB,CHD,CI,CINF,CTAS,CSCO,C,CFG,CLX,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,COP,ED,STZ,CEG,COO,CPRT,GLW,CTVA,CSGP,COST,CTRA,CCI,CSX,CMI,CVS,DHR,DRI,DVA,DE,DAL,XRAY,DVN,DXCM,FANG,DLR,DFS,DISH,DG,DLTR,D,DPZ,DOV,DOW,DHI,DTE,DUK,DD,DXC,EMN,ETN,EBAY,EC,EIX,EW,EA,ELV,LLY,EMR,ENPH,ETR,EOG,EPAM,EQT,EFX,EQR,ESS,EL,ETSY,RE,EVRG,ES,EXC,EXPE,EXPD,EXR,XOM,FFIV,FDS,FICO,FAST,FRT,FDX,FIS,FITB,FRC,FSLR,FE,FISV,FLT,FMC,F,FTNT,FTV,FOXA,FOX,BEN,FCX,GRMN,IT,GEHC,GEN,GNRC,GD,GE,GIS,GM,GPC,GILD,GPN,GL,GS,HAL,HIG,HAS,HCA,PEAK,HSIC,HSY,HES,HPE,HLT,HOLX,HD,HON,HRL,HST,HWM,HPQ,HUM,HBAN,HII,IBM,ICE,IDEX,IDXX,IFF,ITW,ILMN,INCY,IR,PODD,INTC,IP,INTU,ISRG,IVZ,INVH,IPG,IQV,IRM,JNJ,JKHY,J,JBHT,SJM,JCI,JPM,JNPR,K,KDP,KEY,KEYS,KMB,KIM,KMI,KLAC,KHC,KR,LHX,LH,LRCX,LW,LVS,LDOS,LEN,LNC,LIN,LYV,LKQ,LMT,L,LOW,LYB,MTB,MRO,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MTCH,MKC,MCD,MCK,MDT,MRK,META,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MRNA,MHK,MOH,TAP,MDLZ,MPWR,MNST,MCO,MS,MOS,MSI,MSCI,NDAQ,NTAP,NFLX
2022-10-27,3716500,6610000,6850400,1927800,4538200,2870200,1806100,1141400,2345800,930700,3573300,987100,1298700,1375700,1000200,817800,4187900,1575800,1688000,2234800,60710900,54036500,11332300,129605400,83871400,1290000,25575200,2740500,2101300,3414500,1021600,709500,985700,1025700,2260900,3585200,4666400,629500,1332100,965200,8040800,109180200,6822500,1958800,4057900,3210600,5265000,1272900,1333000,53975500,637400,1625000,235200,1173200,1186100,9359800,1905300,35261900,6395700,2975700,8921400,901700,4273800,2451000,296400,848800,1399400,943600,13754900,375600,3488300,1885500,7599800,9298600,1851200,502100,762300,1613800,1840500,2169000,3563400,831800,2999500,3468900,2187700,2377200,48689900,7529900,5554200,7872200,599100,3166600,649100,687200,2992400,2833500,1093800,2161800,1258400,981800,2018400,9177400,534100,2061300,2362300,1422600,673800,354200,18102500,15687900,3137500,1391600,2033800,3205800,16026100,2543400,5128900,38960100,1407000,4083100,8948500,1586700,601100,3345800.0,219100,1684400,4848100,3822600,3646400,1576600,6441000,3095200,14100600,911600,5610700,3290300,1254100,1433900,2043100,8440400,2451000,7410900,3774100,2421100,3087000,1620500,2761900,1652500,2921900,2762100,899600,704300,4524400,2858600,2611000,3367400,2473700,1525700,976400,2015100,6130400,1207300,2317900,4338700,2233800,904600,2347600,2412300,5505300,973500,3300500,290600,11762300,1361800,2897100,1174400,1237200,3098900,510100,1295500,1622300,9687800,1834100,1039500,720400,18214000,973500,191400,351900,3326100,622200,1646700,7521900,3984900,,3135900,4534300,7085000,803400,673400,88421500,4246200,2971700,3663700,1304900,3357700,14606700,997200,602300,,9367300,1434000,1140300,8065048,4727900,13842600,1043300,8881200,2544300,808500,1998800,14543000,2360100,1240900,1642500,3734500,1761500,972100,3137400,15153000,2598200,1240700,3041500,4754000,2210400,8116800,2976200,6395800,953200,15781200,337100,3993200,2611600,16027900,491800,1691200,951000,1563200,899900,2656600,315200,56305100,6335700,998300,2770200,5746800,9353700,3698100,1804000,1283100,5390900,669300,673000,561400,916200,4838100,10727600,3444500,2684900,7209100,10511300,908200,1899800,5770600,22928200,2298700,12208400,3638500,1169300,1564300,2288500,1999700,5282800,534200,2324400,928600,2338500,1396700,2009600,1513700,768300,2457600,2135300,1713000,12968300,2518700,368500,1624700,1732900,348300,3506800,4725800,3855000,1129900,4145700,971300,5077300,12218400,232316600,3204700,94700,3780900,7152200,27335800,40424600,1030000,3672400,982400,914300,1315200,7547500,1160300,4959200,1017400,6466400,3115700,854500,438200,1643500,2391400,14612600
2022-10-28,3812600,5768100,10812200,2306300,7212400,3008400,1589200,500500,2583400,901900,4758700,921000,1142500,1228600,940600,671800,1865500,860300,1343900,2222600,43697300,35696900,9253700,223133400,78198600,913300,26410600,2633900,3383100,2613600,845900,638900,848200,2182600,2924100,2709400,3482000,657700,1063200,1248900,7177100,164762400,6388600,1700600,13153300,1901100,3220100,1292600,890700,55833900,493300,1051900,210000,1123900,565300,6770300,2698800,31659100,6189700,3865500,6383000,1253900,4627600,2344500,536600,806000,1543600,862600,7941100,460700,2011800,2161200,11131100,10301400,2309400,476100,960300,1301800,1124000,1944800,4468900,1126600,2284300,4403200,2137000,1484200,42739400,5534100,3299400,5161000,675500,2002800,513300,858700,2609500,2803400,1686600,2783500,1123300,331900,2345400,10773900,384800,1850300,3341500,1420000,635900,338600,17978300,13457900,3603200,1597400,1658300,2169900,12888900,2871800,5613100,34414000,2174300,3474000,7293200,1605200,834800,1958000.0,231500,1688600,3517400,2951200,2207500,2369300,5753000,2973300,14182700,851800,6761600,3318300,1326200,5449900,1712300,7315400,1665400,7861200,9279800,2005400,1782200,1620500,3395000,1969400,1770600,3065500,481600,946900,6943200,1930400,1584800,3139200,2215700,2216500,1881900,2885100,7750500,2547100,1961400,18719700,2213800,777200,2942100,2499400,4078900,1145700,3016600,362300,8361400,867100,2671600,958400,2050600,4403100,709800,763900,2071400,7594400,2549100,929600,881300,28169400,695700,215300,207400,3297900,409800,2568600,6560100,2990900,,5669700,3694600,5654700,582600,927300,55777900,3795400,2994500,2844400,1236100,3765200,13156900,976800,426400,,4489300,2312500,1526900,6901900,2693800,10459800,864200,27665700,2654300,1135800,1677100,10736500,3291500,1875700,1390400,3244200,1549100,862900,2600200,12289200,1671800,2102100,3243100,4892700,1597200,5267300,7638700,8033300,1169400,14443300,408600,5965500,1779500,10247200,454500,1212800,938600,1923300,1114100,2289900,538500,91695700,3635700,1169600,2901600,4179800,4524700,2420100,1579900,1119400,6073900,408100,398700,440200,899100,3355400,11859500,3213500,2451300,8038300,9137300,823000,1766900,3504400,18455400,2880200,8848400,4052300,2513000,1145800,1815500,980200,7352400,877200,1651400,884600,2249300,1015200,1212100,2045300,785300,3292200,5161900,1390000,10946200,2552700,474400,1796900,2008300,241400,1637000,3644400,8202100,1355500,4647600,885700,5430000,11228000,95928300,3968300,70600,5112400,11231000,19171100,40647700,839200,4567900,1273200,578700,892000,6263700,2143900,4341000,858600,7816100,2511100,990800,443900,1583000,1548700,9960500
2022-10-31,4326200,5885600,8604800,2364500,6632400,3253200,1711400,704900,5193600,1307600,5647900,1342200,1401900,1288700,2300800,771000,1990100,864300,1671900,1892200,31675000,29868700,7711600,99251400,73274100,1178400,26486700,4104000,3042900,2513500,956300,774500,1045500,2265100,3033600,2482400,3078300,768600,2528000,1130200,5944300,97943200,6875400,1625000,93699400,4720600,3375100,964500,678800,47573900,1107600,965000,188700,937900,484000,8713700,2411700,32565500,4365000,3208400,4766700,1313900,4626400,4339000,424600,1587200,1086100,1037400,6212200,358200,2283100,2002200,8635800,12380800,1925900,654900,1335300,1933400,1471800,1544200,4446200,1085400,1790100,2886900,7830900,1312600,49289000,5508200,4478800,3786100,1084500,3032300,839800,1152100,2599400,4470200,1770900,3382300,1682600,430900,1577700,13281000,297400,2559600,4854500,1835800,1907300,458100,17793700,15600400,4072100,2078400,1610200,3529400,14016400,3759100,6690600,25866700,3537400,3961300,7121000,2381400,1037700,2276600.0,214200,2012000,4122500,3672900,3113000,2192200,7012700,3297200,15539100,820300,7401400,2950400,1085600,3364000,1638400,10301300,2338400,8429600,4048700,2053300,2400200,1269000,4557500,1765500,1955800,7312800,547000,958900,6434000,2550500,2481300,3237600,2939800,2761200,1719500,2773200,6860700,1419600,2289900,8015400,2941200,1131700,4258200,6653600,2653800,1292300,4138000,519900,10788100,1526200,2219100,1070600,2636500,3152400,422700,1714700,2348000,6293500,2599600,1324000,786000,26401800,547400,306000,271400,3207000,1113400,1911000,6770600,3583500,,7117000,6060200,5317700,505800,949900,54676700,5405900,2051300,3363700,1322600,6670900,13138500,885700,495400,,5738600,1919000,1480900,8448067,4106500,13957700,1841600,14674300,5555200,765000,2224000,9793700,1846200,1256900,1424900,4812000,2398000,958500,1837200,13517000,2701800,2379800,4210900,4433400,2389100,9077100,6714200,5403100,1166700,17296900,294700,4915300,2007300,15302300,675500,2168000,1294100,1471000,2203800,2373600,741000,59507700,3598600,1038500,2704400,5891300,4465500,3786900,1813000,1380300,7810000,483000,497300,760200,1451000,5097800,13295200,3189000,2683900,6865800,8120500,1039500,2920000,4877000,27183400,1364300,9104500,4638000,1274200,922900,1877200,1750900,9699500,992700,2510800,1620700,2016100,1317300,1462300,1288200,1029500,3550200,3154400,1449500,10776100,3158500,276400,2493000,1790900,524500,2584600,3157900,5022800,1848400,3336100,1145500,6549100,11043800,121361400,4705700,110100,6394500,5515400,15932500,28357300,899800,3675200,649200,672200,1739900,6840600,1048600,5904000,882600,9087400,4023900,1125000,708200,2623800,1794900,7505100
2022-11-01,2131800,5249400,6351200,1537200,5806700,2467700,1522600,471700,3874700,1182900,6844400,872600,1223200,1168500,1276200,647500,2003400,790100,1683200,1508000,47161400,43220600,4859200,153370000,83806700,1125100,25606900,4169800,2675500,1907000,1791800,577800,1154000,1914000,2062600,2952300,2322800,635900,1110000,816100,5803900,80379300,6105600,1701600,9579300,2324200,5267300,1074600,714400,48025700,739200,1105500,130300,741700,436200,11389800,3656700,29913200,3911800,2580400,3555600,2185400,3837000,3128000,241400,2727200,1068700,771100,5758600,348900,1800700,1006900,7741800,8870700,1632400,616000,722600,1001200,1023400,1299600,4421500,664900,1614800,1907500,3287100,2098900,52041000,5129100,11741000,2717500,897600,2246600,1006900,1019200,2422500,5735900,1348000,1829000,1561300,1123000,2530400,9185600,286100,2298300,2328500,1713600,1103700,366500,12088700,15505200,5974100,1566100,1559400,2200900,10659500,2427000,3716000,23333000,3083600,3221200,5875600,1261700,851500,1467400.0,294100,1630800,4012800,3694100,2414700,1586300,6588100,2768400,16785100,1034900,7009000,2998600,1009400,1881500,2269000,9195500,5422100,10730300,2945400,1773700,3877000,1871900,4125300,1417400,1562000,3780400,665000,856900,4892300,2289700,1221600,2889100,4271400,2964400,1746500,3128500,4960300,1788300,1678600,7691200,2576700,918500,7013000,4960400,3016500,1154000,3887500,495500,6965100,1056300,1600200,563900,3042900,3039800,561400,1377700,1536900,5368600,2519100,769300,676700,22213100,514700,263600,166600,4216400,614800,2199500,4008500,2581300,,3621600,3732100,5207900,589800,1102100,47454700,4765900,1684200,4272200,1495300,8809200,16684600,795400,1346600,,4223400,1992100,1005300,7321940,8683500,10840600,822500,10553100,3145700,652600,2316600,9626600,2191000,850700,1084800,4459300,2283900,847100,2338500,15357800,1785900,4200900,3309100,4376600,1656700,7194400,4343400,5113000,1635600,10520900,292500,3590600,5011300,13548700,956500,1645900,818500,1564900,4135900,2054000,532500,44418700,3369200,4241900,2277400,7555400,4959700,3206600,881900,1154600,6985000,435400,563500,557300,768000,3606800,13386900,3188600,2580800,9435500,10874100,755800,1883300,4406200,18614800,1666900,5966500,3864500,1128800,646400,1568200,1200400,7671100,1483400,2882200,1398900,1891500,1220800,4281400,1229700,1014900,3260100,3451000,1240300,10757800,5767300,310800,1573600,1321900,503400,2237400,3660400,7985800,896400,2740900,1518900,6683000,11079300,110189600,3891500,117100,5411700,4695900,11729700,30592300,617000,4344300,497200,447500,3553400,8507500,1177300,5388200,789500,8195600,3527500,968700,379100,1724500,1444300,6916400
2022-11-02,2561700,5196700,5345000,1727200,5528000,3480000,1592400,1011700,3970400,1806100,6611300,1471500,1075000,2197900,1594800,948700,1347500,1118400,1725800,2446000,57038300,43553600,9000600,135761800,142669400,1683700,34816100,3166600,2851600,2655500,1523900,562600,1196000,1372000,2637300,2693800,3327700,989900,1144700,713500,7690800,93604600,10650300,2721500,6385800,2797300,3361200,1153200,860900,49201100,748300,2115900,157700,958500,542200,10568600,3962700,57380600,4617800,3462300,3947000,2044500,4269000,3223500,380500,2304400,1498000,1061500,20236100,605900,2927000,1137200,12423900,8570700,2107000,1126700,872800,1415800,1521200,2667200,8567500,815300,2224300,2617900,3093600,2331800,52525000,5876900,7279800,3150000,896300,3632100,1350900,1261300,2944400,4770400,2772400,3706200,6191900,1222500,1431600,8087500,529500,2227100,2147200,2190200,914400,406800,15308800,20306800,4356000,3088000,2564600,3050300,14549200,3989100,3991800,25285900,1899600,3855300,7680400,1689200,768000,1966100.0,502300,2121000,3869300,4385400,2653500,2464400,7712600,2718500,15289700,1355400,15502000,4525100,1258100,1470000,1719300,13959700,3944000,36589400,3223400,1988900,3506100,1915300,4806100,1388100,2321400,3134100,1064900,1449300,7310300,3662200,1854400,3061200,8869400,3776700,1529700,2908100,8531900,1376200,3324500,11860500,4902200,1053600,3774400,6772100,3531900,1926100,5641000,504900,6941800,1123800,1848900,467900,7665000,5296800,617900,1365100,1761100,8601300,3042300,1690000,3179700,20654200,844100,232800,245600,4581100,742200,2281900,6890700,4689600,,3599700,3353500,6184700,706600,1918700,73673500,9976900,1546800,4290000,1057900,6867200,20061600,910700,789300,,7003900,4763300,1419800,8164582,4252700,13324200,1101900,9785000,3735800,796000,3221200,10202400,2309400,1175700,1296100,6143100,1653200,1155700,2158100,14840900,1926600,3419700,4426400,4692700,1814700,11017600,4384100,5789600,1491800,16340400,477100,5360500,4570900,7394800,914800,2206300,984100,1210800,3108600,3045100,873100,51956100,3353200,2702400,2708300,5677400,5056100,4526900,1040300,2095400,6877300,889600,849700,873500,698400,7185700,16546100,4906600,3112300,10968100,15562400,1256100,1779900,5989200,20188100,1846600,6467000,4018000,1259800,1074100,2173100,1614600,6750100,1012400,3945500,1894600,2587800,1511900,3442000,1291800,812800,4539400,4025800,1817000,15001400,3994900,441500,2596000,1580800,870100,1905300,3074900,16983500,1062600,3069900,1626100,6015700,9503500,71821100,6051700,110000,7759500,6138500,17302700,38407000,852500,5048400,743300,423700,2798200,11491100,996000,4571600,939600,10907500,3549900,677500,417900,1857400,1196300,10367600
2022-11-03,2006900,4873400,3850700,3225500,4454600,4897100,1987000,865500,2881100,1199400,5603300,2524600,1571100,1360400,2240900,538300,1276900,1076400,1382900,2815400,61288000,48510400,5705700,136683300,95279900,1937100,25312300,4020800,3960500,1703800,1029000,652700,1748600,1204000,2779500,2572000,3706400,1091000,1099000,517300,9835000,97918500,6849700,3180600,3742700,1992800,2062400,711700,739400,41249400,865300,1939800,123100,847800,428300,7866900,4660900,30046500,5055300,2813400,3176700,2297500,3122900,2603900,335100,1822400,869100,717200,16212600,742600,2470700,1083100,5802400,9062500,2388700,1016900,633000,1046600,960400,1870200,6996800,1252200,3430200,2622500,3478900,2151900,63837000,4270600,6542400,3570400,765400,1681100,934700,1312500,2321200,4054300,2506500,5399800,2439800,658700,1190500,6607800,385500,1561800,2277300,2902600,630600,435700,17895600,16025800,3192200,1553500,973300,2068600,9194000,8195500,3001600,29178900,2633000,3051100,13209100,1583300,999700,1484400.0,264900,2125600,3546400,5408700,2056300,2010400,7092100,2224300,19382000,2438900,8406400,4075100,930800,1387800,1627400,10291100,3282700,18048600,3183400,2226700,2499800,1166400,7133100,1430200,1467500,3770400,895100,1063000,5122300,3004000,978300,3132300,5127900,4244700,1017400,3720700,14052700,1037000,1732200,12897400,2340800,735000,2602500,5364900,2531600,1149000,5368000,930700,5142400,1146100,1671100,792800,3467200,12890900,450300,2044700,1677200,14922000,5483400,1052200,1470500,17103700,575700,236000,199300,4416900,578200,6053200,26902100,4584500,,3502400,2440400,7059500,1054200,1395400,58782600,16959800,1752800,2601000,1215800,3590300,15062200,652700,516700,,6462700,2877300,1307900,11131250,3164800,12128600,802200,8261100,7878500,442200,2515600,8436500,1305700,1665300,1486000,5780900,1220200,1412800,3150200,11064100,2162400,1830000,4823900,4653700,1300900,9950200,2788100,5423500,1566300,13878400,820400,4442400,3604500,7736700,853800,1669200,1281000,1542800,1165700,4467300,738200,39678200,2925900,3252100,2341300,3964500,4918300,3208000,918900,1662400,4819900,763600,421600,539700,781200,7940200,12474400,2492000,8186100,9893300,11473300,796000,1837500,4662800,16256700,1711700,5936500,4107600,1321900,1035900,1656300,1195200,3869600,1011100,2787900,9805400,2396100,2482400,1316300,1291100,554500,4187500,3285100,2153900,16797400,3042000,269100,2929800,1476700,481500,3019300,2860900,5486400,884900,3225400,1211500,5151400,9912700,60664000,4554200,102900,14339200,5458200,12769200,36633900,451400,9194400,594800,327300,1404500,8159800,780400,5182400,540300,6447200,8054100,920100,367300,1805600,780700,7057400
2022-11-04,2320600,4902800,4623700,2496300,4333100,5738300,1468600,849600,2906400,1272100,3443500,2038000,1825800,1214000,1480500,549000,844500,804200,1341900,2337800,51124900,40173300,5512000,129101300,84791300,1777400,28238500,3304300,3322100,1788100,800700,634500,2719300,1221300,3402000,2703100,5004300,1180600,1008500,576300,8846700,140814800,8692700,3071000,3714100,2787000,3960000,836100,1085100,39458700,560500,2641300,155200,1839500,621000,7314500,3075900,39369400,5520800,5726900,3864000,2382600,3925300,2107000,304700,1261200,894500,707300,9396200,438700,2714200,1907100,5918100,8188000,2889100,970000,710100,2228200,840700,2998700,5344700,1211100,2515700,2301300,5580400,2781800,51717100,3400600,4747700,4973800,1123400,1520700,646600,2657400,4283400,4513200,2095400,2441800,1870500,733200,1221900,7491900,256200,1864200,2215300,2230400,514900,557500,19648700,15204100,5909400,987600,2069600,2782500,9725900,5169200,3947400,28961900,1173600,5220800,10663700,1969700,939900,1974300.0,295900,1824800,3736600,5722400,1986800,1987300,22514200,2136500,13867700,1238200,9416000,2996900,884800,969500,1548500,9712000,2786600,14218400,3208800,2899900,1847800,1468600,7202000,1704100,1165900,7620900,894000,854800,10593100,3109400,2148900,4813400,4761900,4042600,1359000,2915600,7329900,1853900,1368300,6172600,2231500,1109100,3004600,5107000,4117100,1295100,8057500,518600,6079800,1131100,2285400,559200,6164600,6298600,587400,2309200,1268200,12529700,6579100,1520900,1197500,17541500,603800,244300,171800,3437600,988400,1473800,22112500,5836700,,3261900,3059300,6052700,780100,930800,61489100,9579800,3164300,3799300,1116000,3333600,30363400,742900,588700,,3836800,2494100,1385000,9224609,2856500,15089600,599600,9103300,4761000,569100,3172700,12184700,1247000,1540000,1648000,5464100,1281500,1833700,2869600,12930100,3185600,2200200,4401600,4125000,926200,10097500,5309400,13497700,1519400,16228700,361400,4178000,3173700,5281400,560200,1884400,774600,2599200,2178900,2539000,2302900,43051900,3069200,3187600,1895900,6068100,5057600,2537900,1096800,1655000,5300900,626500,409000,564100,634500,6783200,14953200,3757900,3451400,7834200,9812300,1561600,1929600,4898500,17824500,1875800,5799000,4357800,1548500,1119500,2422700,934000,8740300,942900,2164400,5811900,2948000,10998600,1599200,1481100,687600,4623400,3504600,1422500,18056200,2748400,616000,3342900,1167700,428300,2613800,3414000,6450600,1466000,3256500,1247300,5672900,8877600,55638100,3364600,183800,8346400,11234100,18882700,36789100,610500,8108500,633800,762100,1253100,7507300,896500,12367200,577100,6929700,4090900,1864900,429500,1666400,1298300,11124700
2022-11-07,1914300,4903700,4304000,2170000,8740900,3980700,1250400,782300,2011900,1213600,3640800,1367800,1818600,1128700,871800,670800,911000,775800,2444700,1284600,34078900,26899900,8277000,77495700,62722500,3203600,23797300,3038600,2918000,1828800,718600,352400,1393600,1611800,2926700,2741200,3981600,1025300,992000,595300,6503200,83374600,7684200,2875900,2725700,2821800,1894500,716700,1168600,39985200,667600,2247200,89800,1349100,446000,8421400,1731600,37533700,5968700,3434400,4623300,1932700,3522000,1978500,355300,4941600,1265900,798500,10220300,433900,1549300,1512100,6261500,7683400,1768700,588100,612100,1103900,1721700,2085300,3465800,984600,2229900,2452400,3667500,3007800,46375900,3730200,3580800,3405600,881300,1361700,530000,1636700,3635700,4032500,5368600,2130700,1727900,610700,1085200,7578000,247000,2389400,1302400,1566600,667200,703300,21383000,11792300,4805500,890300,1738400,1979800,8849700,5007300,3052500,26661900,1632000,3181100,6882400,1600100,656700,2120300.0,213600,3284900,3255700,3421800,3313700,2036000,13708500,2454900,9927500,1362600,5595400,2440500,1071800,737300,1186300,6998500,2323700,9347000,1927300,3424400,1480400,1024300,8337100,1788700,2822300,20566200,807400,722300,5849000,2538900,939500,4501300,4363400,2449800,986800,2339700,5258300,1093700,1849200,5785200,2714600,1041900,2560300,3754800,3796200,1616300,4494800,637600,8365000,872900,2022600,711000,2725300,3364400,301600,1444500,1971300,11146200,4206700,1532700,1330000,16008000,464100,132300,227100,2321900,672600,1711900,9384200,3281700,,2622900,4328000,4086200,617100,610100,48176900,6168100,2888900,3419000,1433900,3175300,12396400,628200,383600,,7732300,2935300,846900,10266703,2178400,11526900,680500,8989300,2922600,526500,2526900,9744300,1749900,1408800,1254600,4649000,939600,904900,1943100,11777000,3028000,1696500,3260200,2671700,1445900,6376500,2440900,8825700,1390000,13719300,323100,4043100,2081700,10751000,437800,1308700,1083800,1185100,1536600,2640500,1280600,34389800,2525600,1650000,2107900,4553100,4638700,3079900,738300,1627100,6621000,645500,437400,701300,467200,5160600,12011200,3553900,1939200,6723900,6444200,960500,1212000,4283600,14594400,1955500,4666000,2887100,1277100,873900,1884200,651200,5382900,834100,1621600,4611600,1575900,3643400,1357200,944800,688500,2715300,1899500,1019600,13090000,4505800,220600,2039600,1094300,408600,1827200,2742100,4276200,1020700,3029500,573600,5217600,8644500,81987300,5016500,155300,6168600,6304700,11411300,33498000,594600,4858500,393600,430000,1120000,6480100,690300,6082200,524100,4599600,4688000,818300,317900,2047500,1151800,7927000
2022-11-08,1824800,5708200,4637500,2444000,8805000,4230600,1724200,571200,2100400,1028100,4511100,1406200,2659700,1093500,2023100,469800,1412900,610100,2948200,1362500,30429000,30172000,6889200,88703400,75938000,2195400,25415700,2959600,3846000,2071800,581800,509400,8144900,805900,6911300,2321700,4968300,924200,1092400,776000,6744700,89908500,10067000,2631500,3021100,2132900,3232700,791900,945100,43210400,652200,1377500,101600,907200,733400,8229200,1848700,32664300,4825800,3284600,4665200,2899600,3562200,1917700,460700,1072000,1472700,1084300,11274500,317700,2660700,1166600,4950900,8514600,2074300,803200,647900,955300,1958300,1236400,3166100,596500,1709200,1801800,3612200,1896500,53290100,3359800,3822000,3676600,1098400,1252100,598900,1080700,3830500,3606400,5158300,1908200,1376500,443500,941200,6308200,281800,1384400,1243200,1349300,682300,419300,17503100,16737100,3781500,871400,3225800,2132500,10081600,4411400,3291500,21878500,2504700,3329600,5039800,1277100,628800,4345400.0,229800,2449400,4569700,2901300,2680400,1709900,12896500,2581600,14559100,1095400,5650000,3220200,859900,1494700,1360800,7679400,3147200,8450300,1678400,2653400,1956200,1185600,6800400,2278400,1211600,8069700,572700,1377500,4739700,4551900,1471800,2876600,7849800,1819900,1327000,1604100,7889100,1483600,1511400,12586400,2554600,1262100,3278600,3714600,2758800,1299700,3982500,344800,6350000,660000,1742200,686100,2118000,3126000,242600,1873000,1489100,11552300,2833400,3267300,1168300,14661000,469800,200300,311300,2440100,520900,3602700,6487700,4372000,,2639000,3903600,3868800,1076200,673800,52731900,7081000,1973800,3906200,1149100,3229500,18453300,815100,414100,,4688900,3193300,883400,8022647,2869400,10946400,692800,9344400,1939200,613600,3501300,9019000,1557600,1382800,1236300,3261400,910000,959700,1559400,11080900,1641400,1469600,3371800,2631300,1357700,8266100,2574300,8721300,777000,14151300,288900,5042800,2934900,11617000,496500,2658100,986800,1003800,1045800,4688400,1035200,36258000,3139800,2668500,1589700,6256300,4055900,4485200,636400,1124700,5148400,721700,353200,750300,554000,5341600,9884100,4791700,1570500,5692000,6953300,1047100,1290700,4915500,15520100,1485500,4825400,3839700,1420600,875100,2226000,1817700,3951300,633500,2637700,5135200,1520000,1796800,1572200,1221000,488100,2880800,1544900,980500,14468100,2108700,515900,1760100,1333900,314900,1600500,2387500,3476100,1082000,2628800,1242900,12753700,8503900,52088300,4074100,151900,5694200,6804400,14190100,28192500,844200,3389200,432600,391500,1006000,6772100,587600,5211400,733200,4850300,5171600,776000,365700,3369700,1016100,7683800
2022-11-09,1782400,5339600,4573700,1831600,4422100,2778200,1242900,927900,3055100,971200,3849400,1100800,4317700,1021000,1428100,511800,1202400,530100,2063900,1178800,31769100,26743900,5348600,90796200,62940300,1972200,21047200,2932000,2425500,1530300,680900,426700,1980700,958400,3469100,1848000,3696300,847100,983400,680200,7833200,74917800,6864600,1939500,1982900,2478200,3084400,539000,532600,41838400,876700,1206300,108500,1011900,847400,5342700,1502400,30164400,2820500,3139400,3358200,2091400,2759300,2138300,647000,1378400,800700,539200,8893800,359500,1807800,1117000,6168700,9586300,2369500,663800,865300,577500,1799900,1070000,3892800,575400,1844600,1751500,2320300,3075100,41664900,2803200,2200400,6248300,835200,1405700,430300,1465100,3167800,5445100,3306400,1975200,1875100,415100,1197700,8021700,236200,1544100,1205000,1278000,408400,398600,19311700,13299000,4278100,926900,1769100,1712100,10115200,5199500,3368700,20854300,1802800,2826700,7069500,1624000,758900,2241500.0,341700,2133500,4365800,3595000,2126800,1640500,16882200,1558200,10546600,945700,5047100,2197200,945700,956700,2182800,7765400,2582800,9463400,1711700,2815400,1605300,1007500,4417300,1648700,2096100,11129900,530700,994900,5089900,6835500,1252900,2742400,5945700,1321500,851400,1485500,5208100,1472700,1206700,10835800,2413000,873500,2323700,3517100,3326300,909800,5018600,310800,7213100,805200,2375400,657800,1855700,2384600,252400,2902100,1614100,11904400,2163700,2621500,1724500,19522800,349700,158600,201300,2625900,631900,2257200,8165600,3824000,,2769200,2415700,2858100,583800,605400,74199200,4717300,3233300,3487600,1581300,3039800,14161900,511900,359400,,7619500,1918500,599000,6354144,3667700,10526200,978000,10316500,2481900,367900,3047200,9982200,1942900,1631800,1221000,2270300,1363100,808500,2204100,11909200,1894800,1742900,3071400,3040400,1070400,8206700,3608700,7574400,842000,18651600,287900,4720000,1676800,11178000,431100,1917500,972100,1226700,1563500,2039100,641800,30544800,3172000,1446900,1761500,4077500,3467400,4026400,577200,848000,6150000,1132600,294300,682700,552900,3356500,9494000,3680100,1983000,5343100,9855500,720000,941200,4756700,15194200,1471000,5006500,6522600,1594100,969900,1704000,1227100,3722000,644900,2618100,3324500,1165500,2348400,1771200,1383200,662300,3007200,1668100,991200,16293400,2882400,592000,2136400,1199500,297000,2355900,3001200,3986400,1006100,2610800,896500,7150100,10602900,107677300,3528200,106800,5567100,5483000,19952500,27852900,501400,3813800,386700,486100,1072300,5584400,675500,3929400,514500,5200800,3375300,765900,301100,3020100,1412100,7266000
